modelName,modelIndex,fileName,time,acc,recall,precision,dice,delta_t_peak,delta_peak,delta_auc,ratio_t_peak,ratio_peak,ratio_auc,aif_mse,aif_sse,aif_normalized_cross_correlation,aif_normalized_mutual_information,hausdorff,mean_surface_distance,median_surface_distance,std_surface_distance,max_surface_distance,overlap_dice,overlap_volume_similarity,overlap_false_negative,overlap_false_positive,peak_t,auc,peak
middle_dilated,0.453125,42306110,0,0.9986199273003472,0.042874396135265704,0.6228070175438597,0.08022599389702828,0,0.05928153260870567,2.9751923953419857,0,-24.717276254244855,2.975192395341986,0.004057811858742018,0.2799890182531993,0.0,0.9080006190680493,8.20749742551588,inf,inf,inf,inf,inf,inf,inf,inf,9,5.843203789411968,0.18055691884091501
middle_dilated,0.484375,42308045,0,0.9985173543294271,0.029731275014293884,0.5,0.05612520746829354,0,0.043625841228692286,0.786945220057965,0,-10.636123580587642,-0.7869452200579625,0.0002328721267780834,0.016068176747687755,0.0,0.7926851824337088,7.538995706623757,inf,inf,inf,inf,inf,inf,inf,inf,8,7.780279837246614,0.36654089760382114
middle_dilated,0.4375,42320316,0,0.9988428751627604,0.03722627737226277,0.5257731958762887,0.06952965869441269,0,0.12929974942770817,0.9453155634653871,0,-43.76500580983641,-0.9453155634653867,0.0010101908766716738,0.0697031704903455,0.0,0.8844976607616916,8.97530699094511,inf,inf,inf,inf,inf,inf,inf,inf,7,2.9835975352537085,0.16614120170464008
middle_dilated,0.453125,42351313,0,0.9980494181315104,0.04580479452054795,0.5977653631284916,0.08508946685849118,0,0.0750568596006273,0.29900881559943127,0,-23.09337274533852,-0.29900881559943,0.0003775973486918125,0.02605421705973506,0.0,0.8468491510107664,15.994439406444126,inf,inf,inf,inf,inf,inf,inf,inf,7,4.504773214604232,0.249957855349478
middle_dilated,0.453125,42352525,0,0.9990225897894965,0.034031413612565446,0.4588235294117647,0.06336312702385763,0,0.06927877608791105,2.0140532465368643,0,-13.251940110631708,-2.0140532465368626,0.0011323155556666633,0.07812977334099977,0.0,0.8742939562243752,12.090339059165407,inf,inf,inf,inf,inf,inf,inf,inf,8,10.185810554475923,0.4535033638066874
middle_dilated,0.4375,42383725,0,0.9982189602322049,0.042293233082706765,0.5882352941176471,0.07891276160055781,0,0.1271343111294444,2.3309925386835317,0,-21.86919186373884,-2.3309925386835313,0.0019355261435225206,0.13355130390305392,0.0,0.8638978230654953,9.290434439301535,inf,inf,inf,inf,inf,inf,inf,inf,11,8.142830890797631,0.45420546549140517
middle_eroded,0.4375,35673135,0,0.9979570176866319,0.025080906148867314,1.0,0.04893449467665945,0,0.1823621093477153,0.038067618357617405,0,54.9152859646527,-0.03806761835761652,0.0017660097422738954,0.12185467221689877,0.0,0.8839935435961801,11.815314562300195,inf,inf,inf,inf,inf,inf,inf,inf,9,3.345654194085102,0.5144410672267588
middle_eroded,0.4375,40403582,0,0.9989242553710938,0.013986013986013986,1.0,0.02758621434799836,0,0.2202694475612239,1.5687705085500223,0,42.72318062270379,1.56877050855002,0.002249139746994814,0.15519064254264217,0.0,0.8733933660116482,12.245652385441891,inf,inf,inf,inf,inf,inf,inf,inf,8,8.746077004243515,0.7358430643910747
middle_eroded,0.4375,40418168,0,0.9981019761827257,0.021416083916083916,1.0,0.041934107651116354,0,0.22523784684832288,3.481339499060695,0,57.952813411875965,3.481339499060695,0.003948160679076444,0.27242308685627464,0.0,0.8693234058444717,12.890736700383417,inf,inf,inf,inf,inf,inf,inf,inf,8,10.504198429896908,0.6138951588713593
middle_eroded,0.4375,40460768,0,0.9986996120876737,0.014138817480719794,1.0,0.027883402865124193,0,0.1967511573430497,2.998365662242376,0,37.033602624966306,2.998365662242374,0.0033330518210214206,0.22998057565047803,0.0,0.8822361628806917,7.035398645698018,inf,inf,inf,inf,inf,inf,inf,inf,9,14.406410280516699,0.7280285470572477
middle_eroded,0.4375,41122617,0,0.9983486599392362,0.016658253407370014,1.0,0.03277061056221147,0,0.2213670967580323,1.984853679955899,0,49.4034459470518,1.9848536799558991,0.0031083189075088676,0.21447400461811186,0.0,0.8702717755804902,9.119981193936207,inf,inf,inf,inf,inf,inf,inf,inf,9,13.257408486129181,0.6694473723632658
middle_eroded,0.4375,41202961,0,0.9987767537434896,0.02368064952638701,1.0,0.046265703593749485,1,0.1409996709554991,3.5324479253551857,-1,29.813747635328188,3.532447925355184,0.004391875968724902,0.30303944184201825,0.0,0.9179386809844944,13.331064189442914,inf,inf,inf,inf,inf,inf,inf,inf,8,17.047549345418265,0.6139347500343187
middle_eroded,0.4375,41219634,0,0.9975187513563368,0.02303070761014686,1.0,0.04502447293629862,0,0.2937262203408067,6.035880813236588,0,85.85445242900754,6.035880813236586,0.011083860764489663,0.7647863927497868,0.0,0.8901714631493425,12.058805435302526,inf,inf,inf,inf,inf,inf,inf,inf,10,13.873897909032001,0.6358473474701037
middle_eroded,0.4375,41242565,0,0.9978035820855035,0.012576219512195123,1.0,0.024840048833872603,0,0.23233383688343384,2.070454183395964,0,50.7555879734929,2.0704541833959627,0.0019313253037486276,0.1332614459586553,0.0,0.8624028182877923,14.836073589529935,inf,inf,inf,inf,inf,inf,inf,inf,8,9.559401218446176,0.690084098795029
middle_eroded,0.453125,41286222,0,0.9966913859049479,0.01885369532428356,1.0,0.037009624877844496,0,0.20975377772184878,1.6771410604199994,0,62.30024979833345,1.6771410604199994,0.0019103367786588335,0.1318132377274595,0.0,0.8476293395732873,21.62466601036789,inf,inf,inf,inf,inf,inf,inf,inf,8,5.8083451602167,0.5464358590952364
middle_eroded,0.46875,41297385,0,0.9958682590060763,0.013560008095527222,1.0,0.026757190441778773,0,0.32590275611630454,4.108289406613319,0,85.20149377813544,4.10828940661332,0.0054270953694649645,0.37446958049308254,0.0,0.7922251360422956,10.492575388523576,inf,inf,inf,inf,inf,inf,inf,inf,8,10.797620187841531,0.7084110217166176
middle_eroded,0.453125,41310029,0,0.9987614949544271,0.019463087248322148,1.0,0.0381830214734495,0,0.2118111654930515,6.305678330680561,0,54.15353463339254,6.305678330680557,0.010503890953549396,0.7247684757949083,0.0,0.843231205766657,10.324951045145689,inf,inf,inf,inf,inf,inf,inf,inf,11,21.285708028048678,0.6029419881198039
middle_eroded,0.453125,41449076,0,0.9968956841362847,0.02268481451828129,1.0,0.04436325927880151,0,0.19679947071317444,1.6298364538085286,0,46.68542961930871,1.6298364538085295,0.0015814646240537003,0.10912105905970532,0.0,0.8671249672810386,17.1057731974465,inf,inf,inf,inf,inf,inf,inf,inf,9,8.944991463559251,0.6183431350169079
middle_eroded,0.453125,41451750,0,0.9978179931640625,0.010380622837370242,1.0,0.020547948932465948,0,0.3625929826740955,5.427789045648931,0,89.87397297424441,5.427789045648931,0.01053080529082977,0.7266255650672542,0.0,0.8789816887122772,16.829963689476347,inf,inf,inf,inf,inf,inf,inf,inf,8,13.498721123298658,0.7660390201359148
middle_eroded,0.453125,42005025,0,0.9977756076388888,0.016122984626921636,1.0,0.03173432091610952,0,0.2600615278355261,3.991755309624901,0,62.386762069078806,3.9917553096248994,0.005094480399611233,0.3515191475731751,0.0,0.8537008917796268,6.252977424836745,inf,inf,inf,inf,inf,inf,inf,inf,11,11.464523678340258,0.6769152307854701
middle_eroded,0.46875,42121701,0,0.9985156589084201,0.015739179314221474,1.0,0.030990597504202563,0,0.1184458806621062,3.4474409805759834,0,33.54747006129083,-3.447440980575984,0.004516254801044785,0.31162158127209016,0.0,0.8631224333872493,12.068123324804219,inf,inf,inf,inf,inf,inf,inf,inf,8,-1.160647329541264,0.471515368303669
middle_eroded,0.46875,42123446,0,0.9969202677408854,0.016513264753654576,1.0,0.0324900158921704,0,0.22223054576489382,6.609911524159006,0,66.37219878823488,6.609911524159006,0.011886139465149782,0.820143623095335,0.0,0.9270809484824123,8.498901790321112,inf,inf,inf,inf,inf,inf,inf,inf,9,18.40788981308388,0.5570552913996374
middle_eroded,0.453125,42125160,0,0.9979570176866319,0.018329938900203666,1.0,0.03600000385599998,0,0.2517043607529813,3.8699260443463332,0,66.66664385514066,3.869926044346333,0.006178616198314559,0.42632451768370455,0.0,0.9169073798432168,12.5491412178296,inf,inf,inf,inf,inf,inf,inf,inf,12,11.828674330857066,0.6292610310721103
middle_eroded,0.46875,42147328,0,0.9987903171115451,0.011772853185595568,1.0,0.023271738375963462,0,0.21690745780259002,0.9391709553520879,0,49.55364469745945,0.939170955352088,0.0017003905883284638,0.117326950594664,0.0,0.8297467558541286,11.137858009099451,inf,inf,inf,inf,inf,inf,inf,inf,7,9.982664756728576,0.6546299686832288
middle_eroded,0.4375,42174976,0,0.9988878038194444,0.01649175412293853,1.0,0.03244838471645734,0,0.17144963189960577,0.553894322792237,0,38.17777833342424,0.5538943227922365,0.0014126311426287245,0.09747154884138198,0.0,0.8547149632401408,13.675261534739386,inf,inf,inf,inf,inf,inf,inf,inf,7,7.541802725592136,0.6205318975103928
middle_eroded,0.453125,42175470,0,0.9990522596571181,0.0017857142857142857,1.0,0.0035650712694735177,0,0.023321147499898776,0.9209408387471605,0,4.385811284025861,-0.9209408387471605,0.0013041984508924804,0.08998969311158114,0.0,0.8789564148108936,7.280109889280518,inf,inf,inf,inf,inf,inf,inf,inf,10,9.808764149827375,0.5550619359109229
middle_eroded,0.4375,42191880,0,0.999312506781684,0.015776699029126214,1.0,0.031063332962206296,0,0.3056020121838744,5.914824992177423,0,85.79002326984342,5.914824992177421,0.008941203665382822,0.6169430529114147,0.0,0.8760403366719678,6.386661864632824,inf,inf,inf,inf,inf,inf,inf,inf,7,12.802749412250503,0.6618229345429181
middle_eroded,0.453125,42204402,0,0.9977798461914062,0.016891891891891893,1.0,0.03322259493088743,0,0.1550527291001848,2.337512536043066,0,44.74713233281089,2.3375125360430653,0.0018458889288049155,0.12736633608753917,0.0,0.8357772459247041,18.58246762704865,inf,inf,inf,inf,inf,inf,inf,inf,8,9.760528639934767,0.5015614795313095
middle_eroded,0.453125,42216394,0,0.9978001912434896,0.01667298219022357,1.0,0.032799109083864665,0,0.25457876804885243,4.739748132443969,0,65.3128381610119,4.739748132443971,0.0062714305515018404,0.432728708053627,0.0,0.8381602333832218,11.265049817004922,inf,inf,inf,inf,inf,inf,inf,inf,8,14.900558758484117,0.644362423478516
middle_eroded,0.4375,42218812,0,0.9971949259440104,0.029618768328445746,1.0,0.05753346893325699,0,0.19131920438941546,1.7912982510468112,0,43.72346430536087,1.7912982510468087,0.0037065568813726287,0.2557524248147114,0.0,0.8996267019319815,13.328567175046604,inf,inf,inf,inf,inf,inf,inf,inf,8,10.003161394596876,0.6288856402355295
middle_eroded,0.453125,42222879,0,0.9971872965494791,0.018343195266272188,1.0,0.036025569331709556,0,0.2806748742389822,5.239243584875913,0,67.16275312118317,5.239243584875911,0.007999253804107737,0.5519485124834338,0.0,0.8916170431488555,10.705869256882762,inf,inf,inf,inf,inf,inf,inf,inf,8,15.73439960821461,0.6985774485014675
middle_eroded,0.453125,42224330,0,0.9990878634982638,0.016453382084095063,1.0,0.03237410942109614,0,0.3015792155905991,4.682710840458144,0,86.66856805937631,4.682710840458147,0.006661685039196034,0.45965626770452633,0.0,0.8088155179454842,13.520816797279247,inf,inf,inf,inf,inf,inf,inf,inf,10,13.258822480890192,0.6495475994503489
middle_eroded,0.46875,42224343,0,0.9986657036675347,0.02236024844720497,1.0,0.043742411641905156,0,0.2291091099922017,1.8329983062245159,0,67.45214453814648,1.8329983062245172,0.0027773769369808577,0.19163900865167918,0.0,0.8846104495930724,9.377969222449,inf,inf,inf,inf,inf,inf,inf,inf,7,5.925148059286011,0.5687708235832836
middle_eroded,0.453125,42234636,0,0.9993362426757812,0.0076045627376425855,1.0,0.015094352011391799,0,0.2809005728119232,1.7918024964516261,0,63.52927737525667,1.7918024964516261,0.0034707310215177805,0.23948044048472686,0.0,0.7947271043567452,6.970164213100334,inf,inf,inf,inf,inf,inf,inf,inf,10,8.76051654520972,0.7230598172067416
middle_eroded,0.4375,42252861,0,0.9986156887478299,0.016265060240963854,1.0,0.03200949002958216,1,0.2009268417675048,5.882493564290048,1,62.35839549666312,5.882493564290048,0.009010459382232756,0.6217216973740601,0.0,0.9136297950516195,12.82437525939937,inf,inf,inf,inf,inf,inf,inf,inf,8,13.98833889792339,0.5231398175299371
middle_eroded,0.4375,42268224,0,0.9987970987955729,0.011838440111420613,1.0,0.02339986907501811,0,0.1342262405406382,1.0489850909711986,0,31.291018795850384,-1.048985090971198,0.0028415506919402833,0.19606699774387953,0.0,0.8985679648937553,15.792455561231789,inf,inf,inf,inf,inf,inf,inf,inf,9,5.6499242544418955,0.5631871555442699
middle_eroded,0.453125,42272900,0,0.9979112413194444,0.015187849720223821,1.0,0.02992126366172731,3,0.28564591896834207,9.067255273408,3,68.66196541594387,9.067255273408003,0.022150856451696777,1.5284090951670777,0.0,0.9065479147369256,13.812792294064085,inf,inf,inf,inf,inf,inf,inf,inf,12,24.968599682427133,0.7016636039238222
middle_eroded,0.46875,42275061,0,0.9994896782769097,0.0033112582781456954,1.0,0.0066006764587347114,0,0.17379791442852055,1.1168375668649637,0,41.09560284798736,-1.116837566864964,0.0044365790499791315,0.30612395444856005,0.0,0.9083748786527791,8.066319075709554,inf,inf,inf,inf,inf,inf,inf,inf,8,0.3549695164228186,0.5967091321356779
middle_eroded,0.4375,42292501,0,0.9991751776801215,0.016177957532861477,1.0,0.031840805653325324,0,0.18113620206004166,0.7011578214564764,0,35.2585912459654,0.701157821456478,0.001201501666018129,0.0829036149552509,0.0,0.8236751670670827,6.704378611848846,inf,inf,inf,inf,inf,inf,inf,inf,6,10.376613284127998,0.6948725586728967
middle_eroded,0.453125,42302629,0,0.995499504937066,0.009145203434117209,1.0,0.018124655043231637,0,0.2918706039792122,2.976415506886199,0,60.177032281435444,2.9764155068861973,0.0036476170758566453,0.25168557823410853,0.0,0.755674125852633,13.522172544832047,inf,inf,inf,inf,inf,inf,inf,inf,8,9.240131365371234,0.7768905408451484
middle_eroded,0.453125,42306110,0,0.998612297905816,0.011473429951690822,1.0,0.022686572998886132,0,0.2800660758786334,1.9401366547210586,0,116.77280026862697,1.940136654721058,0.0038556919921719757,0.26604274745986634,0.0,0.8985361589392881,6.306084695250528,inf,inf,inf,inf,inf,inf,inf,inf,9,4.808148048791041,0.5199045273282541
middle_eroded,0.484375,42308045,0,0.9985334608289931,0.010863350485991996,1.0,0.021493218204223882,0,0.23851370387615012,2.953662578380774,0,58.15042549648188,2.9536625783807753,0.003168246846672368,0.2186090324203934,0.0,0.7804452324989466,7.022544339790362,inf,inf,inf,inf,inf,inf,inf,inf,8,11.520887635685353,0.6486804427086635
middle_eroded,0.453125,42320316,0,0.9988555908203125,0.014598540145985401,1.0,0.028776985404482123,0,0.2155253847173868,1.1655258734184804,0,72.95040985054175,-1.1655258734184806,0.006552451973100968,0.4521191861439668,0.0,0.8925719530132203,8.564071044413703,inf,inf,inf,inf,inf,inf,inf,inf,7,2.7633872253006153,0.510966335849735
middle_eroded,0.4375,42351313,0,0.9980536566840278,0.017123287671232876,1.0,0.03367003773707897,0,0.2102984277577576,1.3159135581719603,0,64.70427894012171,1.3159135581719614,0.0021639030255189763,0.14930930876080936,0.0,0.8734832806508841,17.62713731885897,inf,inf,inf,inf,inf,inf,inf,inf,7,6.119695588375624,0.5353131427078629
middle_eroded,0.4375,42352525,0,0.9990361531575521,0.007853403141361256,1.0,0.015584424107494164,0,0.29897067632060836,6.122267972683543,0,57.18838757209376,6.122267972683546,0.01086755640688643,0.7498613920751637,0.0,0.8932846935877669,13.001573229183402,inf,inf,inf,inf,inf,inf,inf,inf,8,18.32213177369633,0.8217528162152068
middle_eroded,0.453125,42383725,0,0.9982282850477431,0.017857142857142856,1.0,0.0350877237530576,0,0.10920510111868909,0.07420175874779034,0,18.785072948812303,-0.07420175874778981,0.0004293614702520239,0.02962594144738965,0.0,0.8753868147289011,8.965778738106437,inf,inf,inf,inf,inf,inf,inf,inf,11,10.399621670733373,0.6905448777395387
middle_left,0.4375,35673135,0,0.9979519314236112,0.04004854368932039,0.6971830985915493,0.07574598670334358,0,0.015114226028677735,0.20916272745504472,0,-4.5513952841850775,-0.20916272745504452,0.0001304003993245549,0.008997627553394288,0.0,0.8509593444708631,10.981829974204,inf,inf,inf,inf,inf,inf,inf,inf,9,3.1745590849876746,0.3169647318503657
middle_left,0.4375,40403582,0,0.9989454481336806,0.03341103341103341,1.0,0.06466166116795743,0,0.10538387399687821,0.4099261949357418,0,20.440121557200804,0.40992619493574206,0.0007756019619831354,0.053516535376836344,0.0,0.884888201114427,11.221233501349678,inf,inf,inf,inf,inf,inf,inf,inf,8,7.587232690629235,0.620957490826729
middle_left,0.421875,40418168,0,0.9981579250759549,0.05026223776223776,1.0,0.09571369498246485,0,0.03629023918988239,0.4460396298277409,0,9.337336019997844,0.44603962982774104,0.0001060599699319794,0.0073181379253065785,0.0,0.884615994119388,12.441637443428231,inf,inf,inf,inf,inf,inf,inf,inf,8,7.468898560663954,0.4249475512129188
middle_left,0.453125,40460768,0,0.9986758761935763,0.02249357326478149,0.4605263157894737,0.042892162727376455,0,0.09472211657914298,2.8679251072370295,0,-17.8291262555139,-2.867925107237032,0.0021648929086770133,0.14937761069871391,0.0,0.8834899241509899,6.462206202725112,inf,inf,inf,inf,inf,inf,inf,inf,9,8.540119511037293,0.43655527313505504
middle_left,0.4375,41122617,0,0.9983367919921875,0.02523977788995457,0.6172839506172839,0.048496609852101795,0,0.020739654456709944,1.1703855230593874,0,4.628557779896998,-1.1703855230593854,0.00044829964275281596,0.030932675349944302,0.0,0.8582632809239292,9.01237560821454,inf,inf,inf,inf,inf,inf,inf,inf,9,10.102169283113895,0.46881993006194345
middle_left,0.421875,41202961,0,0.9988038804796007,0.04533152909336942,1.0,0.08673139749688416,0,0.038453311382246,1.04836130952844,0,8.130780118308236,1.0483613095284372,0.0007680023425835174,0.0529921616382627,0.0,0.9131822560072157,13.097706504218634,inf,inf,inf,inf,inf,inf,inf,inf,9,14.563462729591519,0.5113883904610657
middle_left,0.4375,41219634,0,0.9975594414605035,0.039052069425901205,1.0,0.0751686505776786,0,0.1164503859853841,2.95677652022205,0,34.03776520979783,2.956776520222049,0.00257070281891668,0.17737849450525092,0.0,0.893113950533343,12.40532502366725,inf,inf,inf,inf,inf,inf,inf,inf,10,10.794793616017463,0.45857151311468114
middle_left,0.453125,41242565,0,0.9978324042426215,0.025533536585365852,1.0,0.049795618544051956,0,0.15821469869096355,1.24153804995946,0,34.56354083343363,1.2415380499594595,0.0008394492784323758,0.057922000211833934,0.0,0.8731243301149153,15.041922629307876,inf,inf,inf,inf,inf,inf,inf,inf,8,8.730485085009672,0.6159649606025587
middle_left,0.4375,41286222,0,0.9966617160373263,0.030668677727501256,0.5980392156862745,0.0583452915869314,0,0.011921020596609266,0.2645576105693812,0,-3.5407350899047696,-0.26455761056938115,0.00012048282417429602,0.008313314868026426,0.0,0.8411080410285203,18.186161537981963,inf,inf,inf,inf,inf,inf,inf,inf,8,3.86664648922732,0.32476106077677835
middle_left,0.484375,41297385,0,0.9958784315321181,0.019226877150374418,0.8558558558558559,0.037608869680109125,0,0.16306671590161465,1.7330672740917725,0,42.63089992204372,1.7330672740917719,0.0010894530526660657,0.07517226063395853,0.0,0.7972925448138992,10.333382166660705,inf,inf,inf,inf,inf,inf,inf,inf,8,8.422398055319984,0.5455749815019277
middle_left,0.453125,41310029,0,0.9987708197699653,0.03557046979865772,0.803030303030303,0.06812339930511954,0,0.028193109741451616,0.3108806192905593,0,7.208102279465631,0.3108806192905563,7.425281570350372e-05,0.0051234442835417565,0.0,0.863425809087032,10.607840063883534,inf,inf,inf,inf,inf,inf,inf,inf,11,15.290910316658676,0.41932393236820403
middle_left,0.453125,41449076,0,0.996901618109809,0.03229250066720043,0.8066666666666666,0.06209905295843199,0,0.02680377119173155,0.12293724922995963,0,6.358480380912265,0.12293724922995779,8.681200995051998e-05,0.005990028686585878,0.0,0.8503826505387563,14.340781520526727,inf,inf,inf,inf,inf,inf,inf,inf,9,7.438092258980682,0.44834743549546496
middle_left,0.421875,41451750,0,0.9978103637695312,0.016916570549788543,0.6285714285714286,0.032946465619818545,0,0.18111626445316992,2.0617285368692553,0,44.89231461848479,2.061728536869254,0.002010531157456534,0.13872664986450084,0.0,0.8736113891694178,16.282401594376378,inf,inf,inf,inf,inf,inf,inf,inf,8,10.132660614518983,0.5845623019149893
middle_left,0.4375,42005025,0,0.9977764553493924,0.023997000374953132,0.7619047619047619,0.04652853854406202,0,0.13977627448956492,2.498480461208924,0,33.5312541307446,2.4984804612089246,0.0018296025070222894,0.12624257298453798,0.0,0.8713528576673015,8.644626956395943,inf,inf,inf,inf,inf,inf,inf,inf,11,9.971248829924281,0.5566299774395089
middle_left,0.4375,42121701,0,0.9985402425130209,0.03204047217537943,1.0,0.06209150837640791,0,0.05631225107232857,3.342732267654056,0,15.949339448300595,-3.342732267654056,0.0033430872651625055,0.23067302129621287,0.0,0.8800205793572344,11.601676171128107,inf,inf,inf,inf,inf,inf,inf,inf,8,-1.055938616619337,0.4093817387138914
middle_left,0.4375,42123446,0,0.9969389173719618,0.025446670276123445,0.8952380952380953,0.04948670953017449,0,0.10497125423093329,3.158730316636314,0,31.351104002762447,3.1587303166363125,0.0027930277827718304,0.1927189170112563,0.0,0.9239645909437946,8.693580774638194,inf,inf,inf,inf,inf,inf,inf,inf,9,14.956708605561188,0.43979599986567686
middle_left,0.421875,42125160,0,0.9979790581597222,0.03014256619144603,0.961038961038961,0.05845182046425031,0,0.13898656244741037,2.0181624345510984,0,36.812106201151806,2.0181624345510993,0.0022525596638429,0.1554266168051601,0.0,0.8876840617409363,12.526696494235129,inf,inf,inf,inf,inf,inf,inf,inf,12,9.97691072106183,0.5165432327665394
middle_left,0.453125,42147328,0,0.9987801445855035,0.02077562326869806,0.5454545454545454,0.04002669086039566,0,0.04492526409737568,0.005302983637482939,0,10.263411860402632,-0.005302983637485423,0.0008282727508460907,0.05715081980838026,0.0,0.8111298475870529,9.994360268846412,inf,inf,inf,inf,inf,inf,inf,inf,7,9.038190817739006,0.4826477749780144
middle_left,0.453125,42174976,0,0.998917473687066,0.04272863568215892,1.0,0.08195543434970932,0,0.04924517740721274,0.5052457736588085,0,10.965736386903508,0.5052457736588077,0.00034360913575046803,0.023709030366782295,0.0,0.8434282139650219,13.177330168489572,inf,inf,inf,inf,inf,inf,inf,inf,7,7.493154176458708,0.4983274430179998
middle_left,0.453125,42175470,0,0.9990514119466146,0.013392857142857142,0.5172413793103449,0.026109669050394524,0,0.14583484770160993,3.020587415524078,0,-27.425928362088097,-3.0205874155240773,0.003088099764171115,0.21307888372780692,0.0,0.8819837298445398,9.52929016156137,inf,inf,inf,inf,inf,inf,inf,inf,10,7.709117573050458,0.3859059407094142
middle_left,0.453125,42191880,0,0.9993243747287326,0.03640776699029126,0.9090909090909091,0.0700116794631076,0,0.1595960894990931,3.6587047036923623,0,44.80255916530145,3.658704703692363,0.003288117145686103,0.2268800830523411,0.0,0.8816368006005915,7.019335920288864,inf,inf,inf,inf,inf,inf,inf,inf,7,10.546629123765442,0.5158170118581368
middle_left,0.453125,42204402,0,0.9978162977430556,0.03303303303303303,1.0,0.06395349177342481,0,0.05533143617259689,0.9834531185799094,0,15.968265189191836,0.9834531185799102,0.00028680229068380397,0.019789358057182474,0.0,0.8492406387858951,17.365985529889688,inf,inf,inf,inf,inf,inf,inf,inf,8,8.40646922247161,0.40184018660372156
middle_left,0.453125,42216394,0,0.9978035820855035,0.026525198938992044,0.7608695652173914,0.051263277000134465,0,0.015803904972763683,0.9308413862217133,0,4.054532495813051,-0.9308413862217111,0.00025523474688697145,0.01761119753520103,0.0,0.8445844328942604,10.924617145629227,inf,inf,inf,inf,inf,inf,inf,inf,8,9.229969239818434,0.40558756040242727
middle_left,0.453125,42218812,0,0.9972135755750868,0.03695014662756598,0.9767441860465116,0.07120655814861102,0,0.10158051364805737,0.21940503090479702,0,23.214877862291477,0.2194050309048008,0.0014346813999625628,0.09899301659741683,0.0,0.8983853070972255,13.566890183951518,inf,inf,inf,inf,inf,inf,inf,inf,8,8.431268174454862,0.5391469494941714
middle_left,0.453125,42222879,0,0.9971906873914931,0.028106508875739646,0.7661290322580645,0.054223746991370586,0,0.07517912451507808,0.408289248840628,0,17.9896294364193,0.4082892488406299,0.0002643224619988929,0.01823824987792361,0.0,0.891041255707074,10.999896735550632,inf,inf,inf,inf,inf,inf,inf,inf,8,10.903445272179324,0.4930816987775634
middle_left,0.4375,42224330,0,0.9990887112087674,0.029250457038391225,0.7111111111111111,0.056189648321425395,0,0.04532905413374594,0.23923453382906068,0,13.02677376345088,0.23923453382906326,0.0002996539172814435,0.0206761202924196,0.0,0.8454862897410507,12.868281399789533,inf,inf,inf,inf,inf,inf,inf,inf,10,8.815346174261109,0.39329743799349576
middle_left,0.4375,42224343,0,0.9986784193250868,0.03664596273291926,0.8805970149253731,0.07036375032579756,0,0.06195376596514374,0.15375925697505188,0,18.239843787554392,0.15375925697505247,0.0005123994507195072,0.03535556209964599,0.0,0.9177865765689269,10.00644709803991,inf,inf,inf,inf,inf,inf,inf,inf,7,4.245909010036547,0.4016154795562256
middle_left,0.46875,42234636,0,0.9993464152018229,0.029150823827629912,0.8214285714285714,0.05630356112235544,0,0.09717718345419518,0.13636469081137115,0,21.977869893278204,-0.13636469081137034,0.0005211222826185289,0.035957437500678494,0.0,0.7818508672244994,6.813990017113334,inf,inf,inf,inf,inf,inf,inf,inf,10,6.832349357946723,0.5393364278490136
middle_left,0.4375,42252861,0,0.9986148410373263,0.02469879518072289,0.7321428571428571,0.04778555333458302,1,0.08767933770227032,2.1804813742443176,1,27.211609803981425,2.1804813742443176,0.0014780793315305413,0.10198747387560735,0.0,0.9037876242908087,12.961850936578353,inf,inf,inf,inf,inf,inf,inf,inf,8,10.28632670787766,0.4098923134647026
middle_left,0.453125,42268224,0,0.9988021850585938,0.02924791086350975,0.6885245901639344,0.056112230754093315,0,0.024197401130125917,1.7575487277391328,0,5.640933773633212,-1.7575487277391328,0.0011876544757239461,0.08194815882495228,0.0,0.9048729678856401,15.470167815355564,inf,inf,inf,inf,inf,inf,inf,inf,9,4.941360617673961,0.4531583161337576
middle_left,0.453125,42272900,0,0.9979061550564237,0.028377298161470825,0.6454545454545455,0.054364475289569385,0,0.036327485655745895,0.9363448364320188,0,8.732197444835418,0.9363448364320237,0.0008384867723355283,0.05785558729115145,0.0,0.909067429201337,13.48903358841605,inf,inf,inf,inf,inf,inf,inf,inf,9,16.837689245451152,0.45234517061122603
middle_left,0.4375,42275061,0,0.99951171875,0.046357615894039736,1.0,0.08860760935747454,0,0.03453794423336859,1.2373186223270665,0,8.16671272533712,-1.2373186223270662,0.0005923995107995584,0.04087556624516953,0.0,0.9212893103788674,8.166291750112954,inf,inf,inf,inf,inf,inf,inf,inf,8,0.23448846096071596,0.45744916194052593
middle_left,0.453125,42292501,0,0.9991811116536459,0.03134479271991911,0.7948717948717948,0.06031129318763334,0,0.056464099650969435,1.0183527269993533,0,10.990870886235532,1.0183527269993533,0.0005864287217767789,0.040463581802597744,0.0,0.8366589700723869,7.2351049691076526,inf,inf,inf,inf,inf,inf,inf,inf,6,10.693808189670875,0.5702004562638244
middle_left,0.4375,42302629,0,0.9955012003580729,0.013437849944008958,0.7741935483870968,0.02641717294731761,0,0.09081623580637238,0.7621624519477885,0,18.72422737778608,0.7621624519477878,0.00043094344727137546,0.02973509786172491,0.0,0.7566406859136328,14.071026536274807,inf,inf,inf,inf,inf,inf,inf,inf,8,7.025878310432823,0.5758361726723086
